Año,Mes,Empresa agrupada,Origen aeropuerto,Destino aeropuerto,Origen país,Origen localidad,Vuelos,Pasajeros,Asientos
2025,Enero,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Brasil,Río de Janeiro,30,4528,5480
2025,Enero,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Río de Janeiro,30,5035,5527
2025,Enero,Gol Transportes Aéreos,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Brasil,São Paulo,18,2589,3285
2025,Enero,LATAM,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,22,3713,4096
2025,Enero,LATAM,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,20,2507,3790
2025,Enero,LATAM,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Jorge Chávez International Airport,Argentina,Mendoza,22,3000,3630
2025,Enero,LATAM,Jorge Chávez International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Perú,Lima,22,2813,3630
2025,Enero,Paranair,Aeroparque Jorge Newbery,Silvio Pettirossi International Airport,Argentina,Buenos Aires,20,664,1000
2025,Enero,Paranair,Aeropuerto Int. Gdor. Horacio Guzmán,Silvio Pettirossi International Airport,Argentina,San Salvador de Jujuy,9,201,450
2025,Enero,Paranair,Silvio Pettirossi International Airport,Aeroparque Jorge Newbery,Paraguay,Asunción,20,718,1000
2025,Enero,Paranair,Silvio Pettirossi International Airport,Aeropuerto Int. Gdor. Horacio Guzmán,Paraguay,Asunción,8,162,400
2025,Enero,Sky Airline,Aeropuerto Int. Ministro Pistarini,Jorge Chávez International Airport,Argentina,Buenos Aires,9,1660,1674
2025,Enero,Sky Airline,Aeropuerto Int. Tte. Luis Candelaria,Comodoro Arturo Merino Benítez International Airport,Argentina,San Carlos de Bariloche,14,1943,2604
2025,Enero,Sky Airline,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Tte. Luis Candelaria,Chile,Santiago,13,1587,2418
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Internacional Capitán FAP Renán Elías Olivera,Argentina,Buenos Aires,4,708,756
2025,Enero,LATAM,Aeropuerto Int. Tte. Luis Candelaria,Comodoro Arturo Merino Benítez International Airport,Argentina,San Carlos de Bariloche,13,1731,2214
2025,Enero,LATAM,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Tte. Luis Candelaria,Chile,Santiago,13,1724,2214
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Punta Cana International Airport,Argentina,Rosario,5,637,860
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Córdoba,1,171,189
2025,Enero,LATAM,Jorge Chávez International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Perú,Lima,31,4292,5016
2025,Enero,Gol Transportes Aéreos,Aeropuerto Int. de Rosario Islas Malvinas,Hercílio Luz International Airport,Argentina,Rosario,13,1878,2346
2025,Enero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Deputado Luiz Eduardo Magalhães International Airport,Argentina,Buenos Aires,8,1393,1470
2025,Enero,Gol Transportes Aéreos,Hercílio Luz International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Brasil,Florianópolis,13,1607,2346
2025,Enero,Gol Transportes Aéreos,Pinto Martins International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Fortaleza,12,1654,2222
2025,Enero,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeroparque Jorge Newbery,Brasil,Río de Janeiro,1,167,186
2025,Enero,JetSMART Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Comodoro Arturo Merino Benítez International Airport,Argentina,Mendoza,17,2386,3594
2025,Enero,JetSMART Airlines,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Chile,Santiago,17,2279,3594
2025,Enero,Paranair,Aeropuerto Int. Ingeniero Ambrosio Taravella,Silvio Pettirossi International Airport,Argentina,Córdoba,15,399,750
2025,Enero,Paranair,Silvio Pettirossi International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Paraguay,Asunción,13,229,650
2025,Enero,United Airlines,Washington Dulles International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,NA,1,230,269
2025,Enero,Aerolíneas Argentinas,Punta Cana International Airport,Aeropuerto Int. de Rosario Islas Malvinas,República Dominicana,Punta Cana,4,429,680
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Rio Galeão – Tom Jobim International Airport,Argentina,Rosario,18,2809,3089
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Deputado Luiz Eduardo Magalhães International Airport,Argentina,Córdoba,4,637,690
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,16,3645,3925
2025,Enero,Aerolíneas Argentinas,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,14,3026,3749
2025,Enero,Aerolíneas Argentinas,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Martín Miguel de Güemes,Brasil,São Paulo,4,444,700
2025,Enero,Flybondi,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,8,1070,1503
2025,Enero,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Governador Aluízio Alves International Airport,Argentina,Buenos Aires,4,687,744
2025,Enero,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Deputado Luiz Eduardo Magalhães International Airport,Argentina,Buenos Aires,4,674,735
2025,Enero,Gol Transportes Aéreos,Aeropuerto Int. Ingeniero Ambrosio Taravella,Hercílio Luz International Airport,Argentina,Córdoba,12,2051,2195
2025,Enero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Pinto Martins International Airport,Argentina,Buenos Aires,11,1806,2018
2025,Enero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Zumbi dos Palmares Airport,Argentina,Buenos Aires,8,1336,1488
2025,Enero,Gol Transportes Aéreos,Tancredo Neves International Airport,Aeroparque Jorge Newbery,Brasil,Belo Horizonte,1,171,186
2025,Enero,Gol Transportes Aéreos,Hercílio Luz International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Florianópolis,12,1706,2187
2025,Enero,Gol Transportes Aéreos,Zumbi dos Palmares Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Maceió,6,905,1116
2025,Enero,Gol Transportes Aéreos,Governador Aluízio Alves International Airport,Aeroparque Jorge Newbery,Brasil,Natal,3,455,558
2025,Enero,Gol Transportes Aéreos,Deputado Luiz Eduardo Magalhães International Airport,Aeroparque Jorge Newbery,Brasil,Salvador,5,791,921
2025,Enero,Swiss International Air Lines,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,1,185,340
2025,Enero,Paranair,Silvio Pettirossi International Airport,Aeropuerto Int. Ministro Pistarini,Paraguay,Asunción,1,50,50
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Porto Seguro Airport,Argentina,Córdoba,4,571,756
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Punta Cana International Airport,Argentina,San Miguel de Tucumán,4,611,700
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Martín Miguel de Güemes,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Salta,4,602,719
2025,Enero,Aerolíneas Argentinas,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Brasil,Río de Janeiro,18,2348,3127
2025,Enero,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Zumbi dos Palmares Airport,Argentina,Córdoba,4,743,756
2025,Enero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Porto Seguro Airport,Argentina,Buenos Aires,8,1343,1460
2025,Enero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Guararapes - Gilberto Freyre International Airport,Argentina,Buenos Aires,8,1396,1470
2025,Enero,Gol Transportes Aéreos,Presidente Castro Pinto International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,João Pessoa,4,541,744
2025,Enero,Gol Transportes Aéreos,Porto Seguro Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Porto Seguro,7,1002,1302
2025,Enero,Gol Transportes Aéreos,Guararapes - Gilberto Freyre International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Recife,6,897,1080
2025,Enero,Paranair,Aeropuerto Int. Ministro Pistarini,Silvio Pettirossi International Airport,Argentina,Buenos Aires,1,19,50
2025,Enero,Sky Airline,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Hercílio Luz International Airport,Argentina,Mendoza,4,650,744
2025,Enero,Andes Líneas Aéreas,Carriel Sur Airport,Aeropuerto Int. Tte. Luis Candelaria,Chile,Concepcion,2,369,378
2025,Enero,Aerolíneas Argentinas,Punta Cana International Airport,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,República Dominicana,Punta Cana,3,386,520
2025,Enero,Andes Líneas Aéreas,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Tte. Luis Candelaria,Chile,Santiago,12,1343,2256
2025,Enero,Boliviana de Aviación,Hercílio Luz International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Florianópolis,1,152,168
2025,Enero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Presidente Juscelino Kubitschek International Airport,Argentina,Buenos Aires,18,3024,3312
2025,Enero,Gol Transportes Aéreos,Presidente Juscelino Kubitschek International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Brasilia,17,1690,3134
2025,Enero,Aerolíneas Argentinas,Cataratas International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Foz Do Iguaçu,1,113,170
2025,Enero,Flybondi,Aeropuerto Int. Ministro Pistarini,Silvio Pettirossi International Airport,Argentina,Buenos Aires,1,180,180
2025,Enero,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Guarani International Airport,Argentina,Buenos Aires,1,60,96
2025,Enero,LATAM,Aeropuerto Int. Malvinas Argentinas,Comodoro Arturo Merino Benítez International Airport,Argentina,Ushuaia,2,262,348
2025,Enero,LATAM,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Malvinas Argentinas,Chile,Santiago,2,273,348
2025,Enero,Aerolíneas Argentinas,Hercílio Luz International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Florianópolis,9,1417,1540
2025,Enero,ITA Airways,Frankfurt am Main International Airport,Aeropuerto Int. Ministro Pistarini,Alemania,Frankfurt am Main,1,290,334
2025,Enero,Andes Líneas Aéreas,Aeropuerto Internacional Capitán FAP Renán Elías Olivera,Aeropuerto Int. Ministro Pistarini,Perú,Pisco,3,541,567
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Hercílio Luz International Airport,Argentina,Buenos Aires,5,789,869
2025,Enero,Aerolíneas Argentinas,Hercílio Luz International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Brasil,Florianópolis,8,1056,1327
2025,Enero,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Guararapes - Gilberto Freyre International Airport,Argentina,Buenos Aires,4,652,726
2025,Enero,Gol Transportes Aéreos,Guararapes - Gilberto Freyre International Airport,Aeroparque Jorge Newbery,Brasil,Recife,1,186,186
2025,Enero,Sky Airline,Aeropuerto Int. Ingeniero Ambrosio Taravella,Hercílio Luz International Airport,Argentina,Córdoba,2,316,372
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Carriel Sur Airport,Argentina,San Carlos de Bariloche,2,369,378
2025,Enero,Aerolíneas Argentinas,Deputado Luiz Eduardo Magalhães International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Salvador,3,421,529
2025,Enero,Aerolíneas Argentinas,Guarani International Airport,Aeroparque Jorge Newbery,Paraguay,Ciudad del Este,1,58,96
2025,Enero,Flybondi,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,2,337,378
2025,Enero,Flybondi,Zumbi dos Palmares Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Maceió,2,372,378
2025,Enero,JetSMART Airlines,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,1,133,186
2025,Enero,Sky Airline,Hercílio Luz International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Brasil,Florianópolis,3,516,558
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Comodoro Arturo Merino Benítez International Airport,Argentina,San Carlos de Bariloche,9,1328,1689
2025,Enero,Andes Líneas Aéreas,Porto Seguro Airport,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Brasil,Porto Seguro,1,165,189
2025,Enero,British Airways,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,3,930,993
2025,Enero,Gol Transportes Aéreos,Deputado Luiz Eduardo Magalhães International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Salvador,3,525,540
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. Ministro Pistarini,Salgado Filho Airport,Argentina,Buenos Aires,1,62,189
2025,Enero,Andes Líneas Aéreas,Salgado Filho Airport,Aeropuerto Int. de Rosario Islas Malvinas,Brasil,Porto Alegre,1,44,189
2025,Enero,Andes Líneas Aéreas,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Ministro Pistarini,Chile,Santiago,1,5,189
2025,Enero,Sky Airline,Jorge Chávez International Airport,Aeroparque Jorge Newbery,Perú,Lima,1,186,186
2025,Enero,Aerolíneas Argentinas,Aviador C. Campos,Carriel Sur Airport,Argentina,San Martín de los Andes,1,69,170
2025,Enero,Andes Líneas Aéreas,Carriel Sur Airport,Aeropuerto Int. Ministro Pistarini,Chile,Concepcion,1,7,189
2025,Enero,Aerolíneas Argentinas,Carriel Sur Airport,Aeropuerto Int. Ministro Pistarini,Chile,Concepcion,1,66,170
2025,Enero,Gol Transportes Aéreos,Aeropuerto Internacional Augusto Severo,Aeroparque Jorge Newbery,Brasil,Parnamirim,1,149,168
2025,Enero,Sky Airline,Hercílio Luz International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Florianópolis,2,315,372
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Porto Seguro Airport,Argentina,Buenos Aires,2,304,340
2025,Enero,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,1,123,240
2025,Enero,JetSMART Airlines,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Ministro Pistarini,Chile,Santiago,2,309,426
2025,Enero,Aerolíneas Argentinas,Hercílio Luz International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Florianópolis,4,626,680
2025,Enero,Aerolíneas Argentinas,Porto Seguro Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Porto Seguro,2,180,340
2025,Enero,JetSMART Airlines,Hercílio Luz International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Florianópolis,2,315,372
2025,Enero,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Internacional Afonso Pena,Argentina,Buenos Aires,1,164,189
2025,Enero,United Airlines,Frankfurt am Main International Airport,Aeropuerto Int. Ministro Pistarini,Alemania,Frankfurt am Main,1,213,269
2025,Enero,Avianca,Enrique Olaya Herrera Airport,Aeropuerto Int. Ministro Pistarini,Colombia,NA,1,188,188
2025,Enero,Turkish Airlines,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,1,182,329
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Carrasco International /General C L Berisso Airport,Argentina,Puerto Iguazú,1,91,170
2025,Enero,Flybondi,Zumbi dos Palmares Airport,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Brasil,Maceió,1,187,189
2025,Enero,Andes Líneas Aéreas,Porto Seguro Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Porto Seguro,1,132,189
2025,Enero,Aerolíneas Argentinas,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,São Paulo,1,177,180
2025,Enero,Avianca,San José Airport,Aeropuerto Int. Ministro Pistarini,Guatemala,NA,1,159,180
2025,Enero,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Hercílio Luz International Airport,Argentina,Buenos Aires,2,339,372
2025,Enero,Air Canada,Aeropuerto Int. Ministro Pistarini,Amsterdam Airport Schiphol,Argentina,Buenos Aires,1,289,298
2025,Enero,Emirates Airline,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,1,297,354
2025,Enero,United Airlines,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,1,229,267
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Deputado Luiz Eduardo Magalhães International Airport,Argentina,Buenos Aires,1,140,180
2025,Enero,Aerolíneas Argentinas,Deputado Luiz Eduardo Magalhães International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Salvador,1,135,180
2025,Febrero,Andes Líneas Aéreas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Internacional Capitán FAP Renán Elías Olivera,Argentina,Buenos Aires,4,724,756
2025,Febrero,Sky Airline,Aeropuerto Int. Tte. Luis Candelaria,Comodoro Arturo Merino Benítez International Airport,Argentina,San Carlos de Bariloche,16,2155,3011
2025,Febrero,Sky Airline,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Tte. Luis Candelaria,Chile,Santiago,16,2033,3011
2025,Febrero,Aerolíneas Argentinas,Miami International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Miami,57,14156,15299
2025,Febrero,Aerolíneas Argentinas,Adolfo Suárez Madrid–Barajas Airport,Aeropuerto Int. Ministro Pistarini,España,Madrid,34,8581,9080
2025,Febrero,Aerolíneas Argentinas,Leonardo da Vinci (Fiumicino) International Airport,Aeropuerto Int. Ministro Pistarini,Italia,Roma,14,3381,3741
2025,Febrero,Aerolíneas Argentinas,Punta Cana International Airport,Aeropuerto Int. de Rosario Islas Malvinas,República Dominicana,Punta Cana,4,536,700
2025,Febrero,Aerolíneas Argentinas,Punta Cana International Airport,Aeropuerto Int. Ministro Pistarini,República Dominicana,Punta Cana,28,6810,7502
2025,Febrero,Aerolíneas Argentinas,Cancún International Airport,Aeropuerto Int. Ministro Pistarini,México,Cancún,24,6113,6432
2025,Febrero,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Hercílio Luz International Airport,Argentina,Rosario,13,1728,2249
2025,Febrero,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Internacional Afonso Pena,Argentina,Buenos Aires,18,1810,3001
2025,Febrero,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Hercílio Luz International Airport,Argentina,Buenos Aires,80,11791,13784
