Año,Mes,Empresa agrupada,Origen aeropuerto,Destino aeropuerto,Origen provincia,Vuelos,Pasajeros,Asientos
2025,Enero,JetSMART Airlines,Aeropuerto Int. Malvinas Argentinas,Aeroparque Jorge Newbery,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",17,2228,3069
2025,Enero,JetSMART Airlines,Aeropuerto Int. Presidente Perón,Aeroparque Jorge Newbery,Neuquén,71,11417,13113
2025,Enero,JetSMART Airlines,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Martín Miguel de Güemes,Neuquén,22,3676,4092
2025,Enero,JetSMART Airlines,Aeropuerto Int. Tte. Luis Candelaria,Aeroparque Jorge Newbery,Río Negro,104,17914,19344
2025,Enero,JetSMART Airlines,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ministro Pistarini,Río Negro,57,9436,10602
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ingeniero Ambrosio Taravella,Río Negro,23,4210,4347
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Gdor. Ramon Trejo Noel,Aeropuerto Int. Malvinas Argentinas,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",10,42,121
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Piloto Civil Norberto Fernández,Aeropuerto Gdor. Ramon Trejo Noel,Santa Cruz,9,73,111
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Int. Piloto Civil Norberto Fernández,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",9,96,178
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Ministro Pistarini,Mendoza,1,170,189
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. Astor Piazolla,Santa Fe,9,830,864
2025,Enero,Aerolíneas Argentinas,Aeroparque Jorge Newbery,S.a. Santiago Germano,Ciudad Autónoma de Buenos Aires,32,2522,3024
2025,Enero,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Cap. Vicente Almandos Amonacid,Ciudad Autónoma de Buenos Aires,30,2277,2880
2025,Enero,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Valle del Conlara,Ciudad Autónoma de Buenos Aires,5,393,432
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Córdoba,18,1396,1680
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Córdoba,18,2351,2910
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Martín Miguel de Güemes,Córdoba,26,2381,3013
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Gral. Enrique Mosconi,Córdoba,14,1234,1296
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Comte. Armando Tola,Córdoba,9,1247,1540
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Tte. Luis Candelaria,Córdoba,18,2576,3079
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Martín Miguel de Güemes,Mendoza,18,1268,1712
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Tte. Luis Candelaria,Mendoza,13,1769,2145
2025,Enero,Aerolíneas Argentinas,S.a. Santiago Germano,Aeroparque Jorge Newbery,Mendoza,30,2513,2832
2025,Enero,Aerolíneas Argentinas,Aeropuerto Coronel Felipe Varela,Aeroparque Jorge Newbery,Catamarca,30,2422,2869
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Aeropuerto Int. Ingeniero Ambrosio Taravella,Tucumán,18,1499,1754
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Aeropuerto Int. Astor Piazolla,Tucumán,21,1925,1968
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Martín Miguel de Güemes,Misiones,17,1573,1696
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Ingeniero Ambrosio Taravella,Salta,26,2540,3040
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Salta,17,1306,1696
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Salta,17,1641,1664
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Gral. Enrique Mosconi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Chubut,13,1140,1200
2025,Enero,Aerolíneas Argentinas,Almirante Zar,Aeropuerto Int. Malvinas Argentinas,Chubut,9,1190,1470
2025,Enero,Aerolíneas Argentinas,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Ingeniero Ambrosio Taravella,Santa Cruz,9,1287,1464
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Malvinas Argentinas,Almirante Zar,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",10,1026,1615
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Astor Piazolla,Aeropuerto Int. de Rosario Islas Malvinas,Buenos Aires,9,793,864
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Astor Piazolla,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Buenos Aires,21,1850,2016
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ingeniero Ambrosio Taravella,Río Negro,19,2644,3113
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Río Negro,14,1939,2295
2025,Enero,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Malvinas Argentinas,Ciudad Autónoma de Buenos Aires,1,79,95
2025,Enero,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Tte. Luis Candelaria,Ciudad Autónoma de Buenos Aires,37,6372,6885
2025,Enero,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Ministro Pistarini,Córdoba,23,2859,4253
2025,Enero,Flybondi,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Ingeniero Ambrosio Taravella,Salta,16,2648,3024
2025,Enero,Flybondi,Aeropuerto Int. Gdor. Horacio Guzmán,Aeroparque Jorge Newbery,Jujuy,26,4501,4914
2025,Enero,Flybondi,El Tehuelche,Aeropuerto Int. Ministro Pistarini,Chubut,9,1466,1607
2025,Enero,Flybondi,Aeropuerto Int. Malvinas Argentinas,Aeroparque Jorge Newbery,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",12,2001,2264
2025,Enero,Flybondi,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Ingeniero Ambrosio Taravella,Neuquén,18,3028,3402
2025,Enero,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Martín Miguel de Güemes,Ciudad Autónoma de Buenos Aires,49,8397,9021
2025,Enero,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Buenos Aires,11,1421,1953
2025,Enero,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Malvinas Argentinas,Buenos Aires,33,4816,6045
2025,Enero,JetSMART Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Ministro Pistarini,Mendoza,10,1447,1860
2025,Enero,JetSMART Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Tte. Luis Candelaria,Mendoza,21,2617,3813
2025,Enero,JetSMART Airlines,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Aeroparque Jorge Newbery,Tucumán,26,4514,4836
2025,Enero,JetSMART Airlines,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Ministro Pistarini,Misiones,34,5353,6231
2025,Enero,JetSMART Airlines,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Ministro Pistarini,Santa Cruz,6,926,1116
2025,Enero,Flybondi,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ingeniero Ambrosio Taravella,Río Negro,35,5640,6521
2025,Enero,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Luis Candelaria,Buenos Aires,55,9221,10230
2025,Enero,JetSMART Airlines,Aviador C. Campos,Aeroparque Jorge Newbery,Neuquén,43,6523,7905
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Valle del Conlara,Aeroparque Jorge Newbery,San Luis,5,397,432
2025,Enero,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Martín Miguel de Güemes,Córdoba,15,2381,2835
2025,Enero,Flybondi,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Ministro Pistarini,Neuquén,17,2685,3209
2025,Enero,JetSMART Airlines,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Río Negro,21,2741,3906
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Gral. Enrique Mosconi,Aeropuerto Comte. Armando Tola,Chubut,5,64,164
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Piloto Civil Norberto Fernández,Santa Cruz,8,44,272
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Piloto Civil Norberto Fernández,Aeropuerto Int. Malvinas Argentinas,Santa Cruz,11,141,287
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Gdor. Horacio Guzmán,Córdoba,17,1216,1584
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Malvinas Argentinas,Córdoba,9,1412,1530
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Gdor. Horacio Guzmán,Buenos Aires,14,1145,1380
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Piloto Civil Norberto Fernández,Buenos Aires,9,1159,1550
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Resistencia/José de San Martín,Aeropuerto Int. Ministro Pistarini,Chaco,12,985,1152
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Ingeniero Ambrosio Taravella,Misiones,17,2179,2802
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Gdor. Horacio Guzmán,Misiones,9,725,864
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Gdor. Horacio Guzmán,Aeropuerto Int. Ingeniero Ambrosio Taravella,Jujuy,18,1351,1680
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Gdor. Horacio Guzmán,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Jujuy,7,510,672
2025,Enero,Aerolíneas Argentinas,El Tehuelche,Aeropuerto Int. Ministro Pistarini,Chubut,5,716,808
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",9,1401,1530
2025,Enero,Aerolíneas Argentinas,Aviador C. Campos,Aeropuerto Int. Ministro Pistarini,Neuquén,8,981,1275
2025,Enero,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Martín Miguel de Güemes,Ciudad Autónoma de Buenos Aires,16,2854,3024
2025,Enero,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Gral. Enrique Mosconi,Ciudad Autónoma de Buenos Aires,15,2407,2835
2025,Enero,Flybondi,Aeropuerto Int. Martín Miguel de Güemes,Aeroparque Jorge Newbery,Salta,22,3936,4136
2025,Enero,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Buenos Aires,26,4181,4743
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Gral. Enrique Mosconi,Santa Cruz,7,72,235
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Piloto Civil Norberto Fernández,Aeropuerto Comte. Armando Tola,Santa Cruz,5,52,181
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Santa Fe,8,519,768
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Santa Fe,8,661,768
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Gral. Enrique Mosconi,Buenos Aires,10,978,1293
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Gdor. Ramon Trejo Noel,Buenos Aires,1,102,170
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. de Rosario Islas Malvinas,Mendoza,8,514,768
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. de Rosario Islas Malvinas,Misiones,9,592,816
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Gdor. Horacio Guzmán,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Jujuy,8,736,768
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Gral. Enrique Mosconi,Aeropuerto Int. Ministro Pistarini,Chubut,4,349,431
2025,Enero,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Buenos Aires,14,1998,2538
2025,Enero,Flybondi,Aeropuerto Int. Ministro Pistarini,Libertador Gral. D. José De San Martín,Buenos Aires,1,182,189
2025,Enero,Flybondi,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Aeropuerto Int. Ministro Pistarini,Tucumán,12,2048,2174
2025,Enero,Flybondi,Aeropuerto Domingo Faustino Sarmiento,Aeropuerto Int. Ministro Pistarini,San Juan,6,885,1134
2025,Enero,Flybondi,Libertador Gral. D. José De San Martín,Aeropuerto Int. Ministro Pistarini,Misiones,3,441,468
2025,Enero,Flybondi,Aeropuerto Int. Gral. Enrique Mosconi,Aeropuerto Int. Ministro Pistarini,Chubut,11,1718,1944
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto de Sauce Viejo,Río Negro,2,273,284
2025,Enero,JetSMART Airlines,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Int. Ministro Pistarini,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",32,4478,5952
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Presidente Perón,Buenos Aires,11,1012,1345
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Misiones,4,323,384
2025,Enero,Aerolíneas Argentinas,Libertador Gral. D. José De San Martín,Aeropuerto Int. Ministro Pistarini,Misiones,9,732,864
2025,Enero,Aerolíneas Argentinas,Almirante Zar,Aeropuerto Comte. Armando Tola,Chubut,9,806,1470
2025,Enero,Flybondi,Aeropuerto Int. Dr. Fernando Piragine Niveyro,Aeropuerto Int. Ministro Pistarini,Corrientes,5,848,945
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Gdor. Ramon Trejo Noel,Aeropuerto Int. Piloto Civil Norberto Fernández,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",6,40,76
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Comte. Armando Tola,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,41,164
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Gdor. Ramon Trejo Noel,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",7,56,112
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Luis Candelaria,Buenos Aires,7,637,1229
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Astor Piazolla,Aeropuerto Int. Malvinas Argentinas,Buenos Aires,1,83,90
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Ministro Pistarini,Neuquén,5,689,776
2025,Enero,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Presidente Perón,Buenos Aires,5,703,851
2025,Enero,JetSMART Airlines,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Ministro Pistarini,Neuquén,8,1219,1488
2025,Enero,Andes Líneas Aéreas,Área De Material,Aeropuerto Int. Tte. Luis Candelaria,Córdoba,1,91,95
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Área De Material,Río Negro,1,178,189
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Gdor. Horacio Guzmán,Mendoza,7,528,672
2025,Enero,Aerolíneas Argentinas,Vcom. Angel De La Paz Aragonés,Aeropuerto Int. Ministro Pistarini,Santiago del Estero,1,86,96
2025,Enero,JetSMART Airlines,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Ministro Pistarini,Salta,10,1597,1767
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. de Resistencia/José de San Martín,Buenos Aires,5,373,480
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Almirante Zar,Buenos Aires,4,423,685
2025,Enero,Aerolíneas Argentinas,Aeropuerto Cap. Vicente Almandos Amonacid,Aeropuerto Int. Ministro Pistarini,La Rioja,4,282,384
2025,Enero,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Gral. Enrique Mosconi,Ciudad Autónoma de Buenos Aires,18,2351,3348
2025,Enero,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Buenos Aires,2,189,279
2025,Enero,JetSMART Airlines,Aeropuerto Int. Gral. Enrique Mosconi,Aeroparque Jorge Newbery,Chubut,18,2440,3255
2025,Enero,LADE - Líneas Aéreas Del Estado,Comandante Espora,Aeropuerto Int. Astor Piazolla,Buenos Aires,2,34,79
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Astor Piazolla,Comandante Espora,Buenos Aires,2,36,88
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Tte. Luis Candelaria,Comandante Espora,Río Negro,3,51,110
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Ministro Pistarini,Córdoba,3,126,567
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Resistencia/José de San Martín,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Chaco,1,37,48
2025,Enero,Flybondi,Aeropuerto Int. Ministro Pistarini,El Tehuelche,Buenos Aires,7,1099,1323
2025,Enero,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Presidente Perón,Buenos Aires,10,1542,1860
2025,Enero,JetSMART Airlines,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Ministro Pistarini,Córdoba,5,566,930
2025,Enero,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Ingeniero Ambrosio Taravella,Buenos Aires,3,314,558
2025,Enero,JetSMART Airlines,Aeropuerto Int. Gral. Enrique Mosconi,Aeropuerto Int. Ministro Pistarini,Chubut,1,40,93
2025,Enero,Aerolíneas Argentinas,Aeropuerto Coronel Felipe Varela,Aeropuerto Int. Ministro Pistarini,Catamarca,1,43,48
2025,Enero,Flybondi,Gobernador Castello,Aeroparque Jorge Newbery,Río Negro,1,81,95
2025,Enero,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Comte. Armando Tola,Ciudad Autónoma de Buenos Aires,1,138,186
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeroparque Jorge Newbery,Aeropuerto Int. Astor Piazolla,Ciudad Autónoma de Buenos Aires,1,9,44
2025,Enero,LADE - Líneas Aéreas Del Estado,Comandante Espora,Aeropuerto Int. Tte. Luis Candelaria,Buenos Aires,2,32,66
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Ingeniero Ambrosio Taravella,Misiones,2,242,284
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeroparque Jorge Newbery,Río Negro,1,93,95
2025,Enero,LATAM,Aeropuerto Int. Piloto Civil Norberto Fernández,Islas Malvinas,Santa Cruz,1,63,174
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,El Tehuelche,Buenos Aires,2,208,255
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. Ministro Pistarini,Santa Fe,1,3,189
2025,Enero,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Buenos Aires,2,359,378
2025,Enero,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Astor Piazolla,Ciudad Autónoma de Buenos Aires,1,91,93
2025,Enero,JetSMART Airlines,Vcom. Angel De La Paz Aragonés,Aeroparque Jorge Newbery,Santiago del Estero,1,79,93
2025,Enero,JetSMART Airlines,El Tehuelche,Aeroparque Jorge Newbery,Chubut,1,68,93
2025,Enero,LATAM,Islas Malvinas,Aeropuerto Int. Piloto Civil Norberto Fernández,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1,60,174
2025,Enero,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Domingo Faustino Sarmiento,Buenos Aires,1,128,189
2025,Enero,Flybondi,Vcom. Angel De La Paz Aragonés,Aeropuerto Int. Ministro Pistarini,Santiago del Estero,3,467,473
2025,Enero,Copa Airlines,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Córdoba,1,64,77
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Resistencia/José de San Martín,Aeropuerto Int. de Formosa/El Pucú,Chaco,1,48,48
2025,Enero,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Área De Material,Ciudad Autónoma de Buenos Aires,4,177,336
2025,Enero,Aerolíneas Argentinas,Área De Material,Aeroparque Jorge Newbery,Córdoba,4,261,384
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto de Sauce Viejo,Buenos Aires,2,80,144
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Martín Miguel de Güemes,Buenos Aires,1,179,189
2025,Enero,Andes Líneas Aéreas,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Ministro Pistarini,Salta,1,178,189
2025,Enero,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Dr. Fernando Piragine Niveyro,Buenos Aires,2,278,378
2025,Enero,Aerolíneas Argentinas,Aeropuerto de Sauce Viejo,Aeropuerto Int. Ministro Pistarini,Santa Fe,2,100,192
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. de Resistencia/José de San Martín,Aeropuerto Int. Ingeniero Ambrosio Taravella,Chaco,1,70,85
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Brigadier General Antonio Parodi,Buenos Aires,1,67,90
2025,Enero,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Gdor. Ramon Trejo Noel,Ciudad Autónoma de Buenos Aires,1,95,95
2025,Enero,JetSMART Airlines,Aeropuerto Int. Astor Piazolla,Aeroparque Jorge Newbery,Buenos Aires,1,78,93
2025,Enero,Flybondi,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Ingeniero Ambrosio Taravella,Misiones,1,187,189
2025,Enero,Aerolíneas Argentinas,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Salta,1,83,85
2025,Enero,LADE - Líneas Aéreas Del Estado,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Malvinas Argentinas,Santa Cruz,1,4,19
2025,Enero,Flybondi,Aeroparque Jorge Newbery,Almirante Zar,Ciudad Autónoma de Buenos Aires,1,43,95
2025,Enero,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Ingeniero Ambrosio Taravella,Buenos Aires,1,76,90
