Año,Mes,tipo_visitante,Paso,País de residencia (agrup.),Viajes de turistas
2023,Abril,Turistas,Paso Cristo Redentor,Uruguay,654
2023,Abril,Turistas,Paso Pehuenche,Bolivia,1
2023,Abril,Turistas,Paso Pehuenche,Brasil,40
2023,Abril,Turistas,Paso Pehuenche,Chile,3653
2023,Abril,Turistas,Paso Pehuenche,EE.UU. y Canadá,7
2023,Abril,Turistas,Paso Pehuenche,Europa,35
2023,Abril,Turistas,Paso Pehuenche,Paraguay,2
2023,Abril,Turistas,Paso Pehuenche,Resto de América,60
2023,Abril,Turistas,Paso Pehuenche,Resto del mundo,1
2023,Abril,Turistas,Paso Pehuenche,Uruguay,34
2023,Abril,Turistas,Paso Portillo de Piuquenes,EE.UU. y Canadá,1
2023,Abril,Turistas,Paso Portillo de Piuquenes,Europa,1
2023,Abril,Turistas,Paso Vergara,Chile,76
2023,Abril,Turistas,Paso Vergara,Europa,2
2023,Mayo,Turistas,Aeropuerto Mendoza,Bolivia,13.6553750164091
2023,Mayo,Turistas,Aeropuerto Mendoza,Brasil,5174.000000000001
2023,Mayo,Turistas,Aeropuerto Mendoza,Chile,3237.0000000000005
2023,Mayo,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,928.0000000000011
2023,Mayo,Turistas,Aeropuerto Mendoza,Europa,650.0000000000002
2023,Mayo,Turistas,Aeropuerto Mendoza,Paraguay,14.30826952573319
2023,Mayo,Turistas,Aeropuerto Mendoza,Resto de América,1275.9438618829201
2023,Mayo,Turistas,Aeropuerto Mendoza,Resto del mundo,217.00000000000009
2023,Mayo,Turistas,Aeropuerto Mendoza,Uruguay,17.09249357494363
2023,Mayo,Turistas,Paso Cristo Redentor,Bolivia,258
2023,Mayo,Turistas,Paso Cristo Redentor,Brasil,626
2023,Mayo,Turistas,Paso Cristo Redentor,Chile,26532
2023,Mayo,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,215
2023,Mayo,Turistas,Paso Cristo Redentor,Europa,988
2023,Mayo,Turistas,Paso Cristo Redentor,Paraguay,77
2023,Mayo,Turistas,Paso Cristo Redentor,Resto de América,1162
2023,Mayo,Turistas,Paso Cristo Redentor,Resto del mundo,163
2023,Mayo,Turistas,Paso Cristo Redentor,Uruguay,104
2023,Mayo,Turistas,Paso Pehuenche,Brasil,11
2023,Mayo,Turistas,Paso Pehuenche,Chile,3621
2023,Mayo,Turistas,Paso Pehuenche,EE.UU. y Canadá,4
2023,Mayo,Turistas,Paso Pehuenche,Europa,10
2023,Mayo,Turistas,Paso Pehuenche,Resto de América,37
2023,Mayo,Turistas,Paso Pehuenche,Resto del mundo,4
2023,Mayo,Turistas,Paso Pehuenche,Uruguay,6
2023,Junio,Turistas,Aeropuerto Mendoza,Bolivia,6.76416580824673
2023,Junio,Turistas,Aeropuerto Mendoza,Brasil,5781.000000000006
2023,Junio,Turistas,Aeropuerto Mendoza,Chile,3349
2023,Junio,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,796.0000000000002
2023,Junio,Turistas,Aeropuerto Mendoza,Europa,600.0000000000015
2023,Junio,Turistas,Aeropuerto Mendoza,Paraguay,8.777228392864181
2023,Junio,Turistas,Aeropuerto Mendoza,Resto de América,1176.7960100539099
2023,Junio,Turistas,Aeropuerto Mendoza,Resto del mundo,61.999999999999915
2023,Junio,Turistas,Aeropuerto Mendoza,Uruguay,17.662595744978805
2023,Junio,Turistas,Paso Cristo Redentor,Bolivia,106
2023,Junio,Turistas,Paso Cristo Redentor,Brasil,366
2023,Junio,Turistas,Paso Cristo Redentor,Chile,2526.9999999999995
2023,Junio,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,75
2023,Junio,Turistas,Paso Cristo Redentor,Europa,329
2023,Junio,Turistas,Paso Cristo Redentor,Paraguay,44
2023,Junio,Turistas,Paso Cristo Redentor,Resto de América,692
2023,Junio,Turistas,Paso Cristo Redentor,Resto del mundo,66
2023,Junio,Turistas,Paso Cristo Redentor,Uruguay,52
2023,Junio,Turistas,Paso Pehuenche,Chile,558
2023,Junio,Turistas,Paso Pehuenche,Europa,2
2023,Junio,Turistas,Paso Pehuenche,Resto de América,8
2023,Junio,Turistas,Paso Pehuenche,Resto del mundo,1
2023,Junio,Turistas,Paso Pehuenche,Uruguay,3
2023,Julio,Turistas,Aeropuerto Malargüe,Brasil,1
2023,Julio,Turistas,Aeropuerto Mendoza,Bolivia,13.899153108315804
2023,Julio,Turistas,Aeropuerto Mendoza,Brasil,7324.000000000013
2023,Julio,Turistas,Aeropuerto Mendoza,Chile,4875
2023,Julio,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,973.0000000000014
2023,Julio,Turistas,Aeropuerto Mendoza,Europa,535.9999999999989
2023,Julio,Turistas,Aeropuerto Mendoza,Paraguay,2.346517742695851
2023,Julio,Turistas,Aeropuerto Mendoza,Resto de América,1449.1519831812395
2023,Julio,Turistas,Aeropuerto Mendoza,Resto del mundo,358.9999999999999
2023,Julio,Turistas,Aeropuerto Mendoza,Uruguay,28.602345967757607
2023,Julio,Turistas,Paso Cristo Redentor,Bolivia,175
2023,Julio,Turistas,Paso Cristo Redentor,Brasil,1477
2023,Julio,Turistas,Paso Cristo Redentor,Chile,2044.0000000000007
2023,Julio,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,73
2023,Julio,Turistas,Paso Cristo Redentor,Europa,232
2023,Julio,Turistas,Paso Cristo Redentor,Paraguay,249
2023,Julio,Turistas,Paso Cristo Redentor,Resto de América,677
2023,Julio,Turistas,Paso Cristo Redentor,Resto del mundo,46
2023,Julio,Turistas,Paso Cristo Redentor,Uruguay,135
2023,Agosto,Turistas,Aeropuerto Mendoza,Bolivia,19.60624981527133
2023,Agosto,Turistas,Aeropuerto Mendoza,Brasil,7113.000000000019
2023,Agosto,Turistas,Aeropuerto Mendoza,Chile,3203.000000000002
2023,Agosto,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,965.9999999999999
2023,Agosto,Turistas,Aeropuerto Mendoza,Europa,789.0000000000042
2023,Agosto,Turistas,Aeropuerto Mendoza,Paraguay,2.2396150697381207
2023,Agosto,Turistas,Aeropuerto Mendoza,Resto de América,1415.02788968971
2023,Agosto,Turistas,Aeropuerto Mendoza,Resto del mundo,27.00000000000001
2023,Agosto,Turistas,Aeropuerto Mendoza,Uruguay,12.1262454252762
2023,Agosto,Turistas,Paso Cristo Redentor,Bolivia,133
2023,Agosto,Turistas,Paso Cristo Redentor,Brasil,637
2023,Agosto,Turistas,Paso Cristo Redentor,Chile,2511.0000000000023
2023,Agosto,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,45
2023,Agosto,Turistas,Paso Cristo Redentor,Europa,192
2023,Agosto,Turistas,Paso Cristo Redentor,Paraguay,55
2023,Agosto,Turistas,Paso Cristo Redentor,Resto de América,611
2023,Agosto,Turistas,Paso Cristo Redentor,Resto del mundo,53
2023,Agosto,Turistas,Paso Cristo Redentor,Uruguay,60
2023,Septiembre,Turistas,Aeropuerto Mendoza,Bolivia,11.378730421754899
2023,Septiembre,Turistas,Aeropuerto Mendoza,Brasil,7255.000000000007
2023,Septiembre,Turistas,Aeropuerto Mendoza,Chile,3755
2023,Septiembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,811.0000000000008
2023,Septiembre,Turistas,Aeropuerto Mendoza,Europa,492.9999999999999
2023,Septiembre,Turistas,Aeropuerto Mendoza,Paraguay,7.8771634722338595
2023,Septiembre,Turistas,Aeropuerto Mendoza,Resto de América,1775.16548469059
2023,Septiembre,Turistas,Aeropuerto Mendoza,Resto del mundo,172.00000000000006
2023,Septiembre,Turistas,Aeropuerto Mendoza,Uruguay,15.57862141541688
2023,Septiembre,Turistas,Paso Cristo Redentor,Bolivia,224
2023,Septiembre,Turistas,Paso Cristo Redentor,Brasil,1743
2023,Septiembre,Turistas,Paso Cristo Redentor,Chile,2971.000000000001
2023,Septiembre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,57
2023,Septiembre,Turistas,Paso Cristo Redentor,Europa,289
2023,Septiembre,Turistas,Paso Cristo Redentor,Paraguay,264
2023,Septiembre,Turistas,Paso Cristo Redentor,Resto de América,1001
2023,Septiembre,Turistas,Paso Cristo Redentor,Resto del mundo,77
2023,Septiembre,Turistas,Paso Cristo Redentor,Uruguay,272
2023,Octubre,Turistas,Aeropuerto Mendoza,Bolivia,14.43915107732522
2023,Octubre,Turistas,Aeropuerto Mendoza,Brasil,6643
2023,Octubre,Turistas,Aeropuerto Mendoza,Chile,4172.000000000002
2023,Octubre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1174.0000000000005
2023,Octubre,Turistas,Aeropuerto Mendoza,Europa,727.9999999999989
2023,Octubre,Turistas,Aeropuerto Mendoza,Paraguay,10.751155092086599
2023,Octubre,Turistas,Aeropuerto Mendoza,Resto de América,1601.3200518970095
2023,Octubre,Turistas,Aeropuerto Mendoza,Resto del mundo,89.99999999999982
2023,Octubre,Turistas,Aeropuerto Mendoza,Uruguay,28.48964193357921
2023,Octubre,Turistas,Paso Cristo Redentor,Bolivia,299
2023,Octubre,Turistas,Paso Cristo Redentor,Brasil,693
2023,Octubre,Turistas,Paso Cristo Redentor,Chile,6892
2023,Octubre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,275
2023,Octubre,Turistas,Paso Cristo Redentor,Europa,717
2023,Octubre,Turistas,Paso Cristo Redentor,Paraguay,86
2023,Octubre,Turistas,Paso Cristo Redentor,Resto de América,1370
2023,Octubre,Turistas,Paso Cristo Redentor,Resto del mundo,99
2023,Octubre,Turistas,Paso Cristo Redentor,Uruguay,264
2023,Noviembre,Turistas,Aeropuerto Mendoza,Bolivia,17.25123436673108
2023,Noviembre,Turistas,Aeropuerto Mendoza,Brasil,5302.999999999999
2023,Noviembre,Turistas,Aeropuerto Mendoza,Chile,3647.000000000001
2023,Noviembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1954.0000000000011
2023,Noviembre,Turistas,Aeropuerto Mendoza,Europa,1003.9999999999998
2023,Noviembre,Turistas,Aeropuerto Mendoza,Paraguay,4.667988932923472
2023,Noviembre,Turistas,Aeropuerto Mendoza,Resto de América,1859.1677441797299
2023,Noviembre,Turistas,Aeropuerto Mendoza,Resto del mundo,401.99999999999994
2023,Noviembre,Turistas,Aeropuerto Mendoza,Uruguay,34.91303252061723
2023,Noviembre,Turistas,Paso Cristo Redentor,Bolivia,394
2023,Noviembre,Turistas,Paso Cristo Redentor,Brasil,460
2023,Noviembre,Turistas,Paso Cristo Redentor,Chile,8316.999999999993
2023,Noviembre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,289
2023,Noviembre,Turistas,Paso Cristo Redentor,Europa,950
2023,Noviembre,Turistas,Paso Cristo Redentor,Paraguay,70
2023,Noviembre,Turistas,Paso Cristo Redentor,Resto de América,1421
2023,Noviembre,Turistas,Paso Cristo Redentor,Resto del mundo,113
2023,Noviembre,Turistas,Paso Cristo Redentor,Uruguay,152
2023,Diciembre,Turistas,Aeropuerto Mendoza,Bolivia,16.1847046106875
2023,Diciembre,Turistas,Aeropuerto Mendoza,Brasil,4063.0000000000005
2023,Diciembre,Turistas,Aeropuerto Mendoza,Chile,2785.000000000001
2023,Diciembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1833.9999999999993
2023,Diciembre,Turistas,Aeropuerto Mendoza,Europa,1001.9999999999997
2023,Diciembre,Turistas,Aeropuerto Mendoza,Paraguay,3.6766328002531
2023,Diciembre,Turistas,Aeropuerto Mendoza,Resto de América,1588.5494014428496
2023,Diciembre,Turistas,Aeropuerto Mendoza,Resto del mundo,411.0000000000011
2023,Diciembre,Turistas,Aeropuerto Mendoza,Uruguay,9.58926114620459
2023,Diciembre,Turistas,Paso Cristo Redentor,Bolivia,429
2023,Diciembre,Turistas,Paso Cristo Redentor,Brasil,924
2023,Diciembre,Turistas,Paso Cristo Redentor,Chile,8084.999999999998
2023,Diciembre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,331
2023,Diciembre,Turistas,Paso Cristo Redentor,Europa,1156
2023,Diciembre,Turistas,Paso Cristo Redentor,Paraguay,116
2023,Diciembre,Turistas,Paso Cristo Redentor,Resto de América,1491
2023,Diciembre,Turistas,Paso Cristo Redentor,Resto del mundo,146
2023,Diciembre,Turistas,Paso Cristo Redentor,Uruguay,109
2023,Diciembre,Turistas,Paso Pehuenche,Bolivia,2
2023,Diciembre,Turistas,Paso Pehuenche,Brasil,37
2023,Diciembre,Turistas,Paso Pehuenche,Chile,922
2023,Diciembre,Turistas,Paso Pehuenche,EE.UU. y Canadá,8
2023,Diciembre,Turistas,Paso Pehuenche,Europa,45
2023,Diciembre,Turistas,Paso Pehuenche,Paraguay,12
2023,Diciembre,Turistas,Paso Pehuenche,Resto de América,41
2023,Diciembre,Turistas,Paso Pehuenche,Uruguay,12
2023,Diciembre,Turistas,Paso Portillo de Piuquenes,Brasil,10
2023,Diciembre,Turistas,Paso Portillo de Piuquenes,EE.UU. y Canadá,10
2023,Diciembre,Turistas,Paso Portillo de Piuquenes,Europa,3
2023,Diciembre,Turistas,Paso Portillo de Piuquenes,Resto del mundo,1
2023,Diciembre,Turistas,Paso Portillo de Piuquenes,Uruguay,1
2024,Enero,Turistas,Aeropuerto Mendoza,Bolivia,11.200967832549221
2024,Enero,Turistas,Aeropuerto Mendoza,Brasil,5216
2024,Enero,Turistas,Aeropuerto Mendoza,Chile,3218.999999999999
2024,Enero,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,2889.999999999999
2024,Enero,Turistas,Aeropuerto Mendoza,Europa,1579
2024,Enero,Turistas,Aeropuerto Mendoza,Paraguay,10.731810598440589
2024,Enero,Turistas,Aeropuerto Mendoza,Resto de América,1951.4590791037397
2024,Enero,Turistas,Aeropuerto Mendoza,Resto del mundo,548.0000000000013
2024,Enero,Turistas,Aeropuerto Mendoza,Uruguay,24.608142465273822
2024,Enero,Turistas,Paso Cristo Redentor,Bolivia,523
2024,Enero,Turistas,Paso Cristo Redentor,Brasil,1497
2024,Enero,Turistas,Paso Cristo Redentor,Chile,8643.000000000002
2024,Enero,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,432
2024,Enero,Turistas,Paso Cristo Redentor,Europa,1303
2024,Enero,Turistas,Paso Cristo Redentor,Paraguay,175
2024,Enero,Turistas,Paso Cristo Redentor,Resto de América,2057
2024,Enero,Turistas,Paso Cristo Redentor,Resto del mundo,178
2024,Enero,Turistas,Paso Cristo Redentor,Uruguay,282
2024,Enero,Turistas,Paso Pehuenche,Bolivia,1
2024,Enero,Turistas,Paso Pehuenche,Brasil,55
2024,Enero,Turistas,Paso Pehuenche,Chile,4149
2024,Enero,Turistas,Paso Pehuenche,EE.UU. y Canadá,14
2024,Enero,Turistas,Paso Pehuenche,Europa,85
2024,Enero,Turistas,Paso Pehuenche,Paraguay,24
2024,Enero,Turistas,Paso Pehuenche,Resto de América,66
2024,Enero,Turistas,Paso Pehuenche,Resto del mundo,3
2024,Enero,Turistas,Paso Pehuenche,Uruguay,24
2024,Enero,Turistas,Paso Portillo de Piuquenes,Brasil,3
2024,Enero,Turistas,Paso Portillo de Piuquenes,Chile,4
2024,Enero,Turistas,Paso Portillo de Piuquenes,EE.UU. y Canadá,8
2024,Enero,Turistas,Paso Portillo de Piuquenes,Europa,8
2024,Enero,Turistas,Paso Portillo de Piuquenes,Paraguay,3
2024,Enero,Turistas,Paso Portillo de Piuquenes,Resto de América,5
2024,Enero,Turistas,Paso Portillo de Piuquenes,Uruguay,15
2024,Febrero,Turistas,Aeropuerto Malargüe,Chile,8
2024,Febrero,Turistas,Aeropuerto Mendoza,Bolivia,11.9414628272783
2024,Febrero,Turistas,Aeropuerto Mendoza,Brasil,4694
2024,Febrero,Turistas,Aeropuerto Mendoza,Chile,4159
2024,Febrero,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1883.0000000000005
2024,Febrero,Turistas,Aeropuerto Mendoza,Europa,1414.9999999999995
2024,Febrero,Turistas,Aeropuerto Mendoza,Paraguay,5.18808072146645
2024,Febrero,Turistas,Aeropuerto Mendoza,Resto de América,1342.7249776023898
2024,Febrero,Turistas,Aeropuerto Mendoza,Resto del mundo,242.99999999999994
2024,Febrero,Turistas,Aeropuerto Mendoza,Uruguay,18.14547884886181
2024,Febrero,Turistas,Paso Cristo Redentor,Bolivia,367
2024,Febrero,Turistas,Paso Cristo Redentor,Brasil,583
2024,Febrero,Turistas,Paso Cristo Redentor,Chile,11092
2024,Febrero,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,353
2024,Febrero,Turistas,Paso Cristo Redentor,Europa,1140
2024,Febrero,Turistas,Paso Cristo Redentor,Paraguay,79
2024,Febrero,Turistas,Paso Cristo Redentor,Resto de América,1507
2024,Febrero,Turistas,Paso Cristo Redentor,Resto del mundo,119
2024,Febrero,Turistas,Paso Cristo Redentor,Uruguay,177
2024,Febrero,Turistas,Paso Pehuenche,Bolivia,3
2024,Febrero,Turistas,Paso Pehuenche,Brasil,54
2024,Febrero,Turistas,Paso Pehuenche,Chile,8217
2024,Febrero,Turistas,Paso Pehuenche,EE.UU. y Canadá,13
2024,Febrero,Turistas,Paso Pehuenche,Europa,75
2024,Febrero,Turistas,Paso Pehuenche,Paraguay,5
2024,Febrero,Turistas,Paso Pehuenche,Resto de América,87
2024,Febrero,Turistas,Paso Pehuenche,Resto del mundo,5
2024,Febrero,Turistas,Paso Pehuenche,Uruguay,16
2024,Febrero,Turistas,Paso Portillo de Piuquenes,Brasil,18
2024,Febrero,Turistas,Paso Portillo de Piuquenes,Chile,5
2024,Febrero,Turistas,Paso Portillo de Piuquenes,EE.UU. y Canadá,7
2024,Febrero,Turistas,Paso Portillo de Piuquenes,Europa,6
2024,Febrero,Turistas,Paso Portillo de Piuquenes,Resto de América,9
2024,Febrero,Turistas,Paso Portillo de Piuquenes,Uruguay,12
2024,Febrero,Turistas,Paso Vergara,Chile,2
2024,Febrero,Turistas,Paso Vergara,Europa,1
2024,Marzo,Turistas,Aeropuerto Mendoza,Bolivia,26.802745223879
2024,Marzo,Turistas,Aeropuerto Mendoza,Brasil,5315.000000000005
2024,Marzo,Turistas,Aeropuerto Mendoza,Chile,3463.999999999999
2024,Marzo,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,2398
2024,Marzo,Turistas,Aeropuerto Mendoza,Europa,1499
2024,Marzo,Turistas,Aeropuerto Mendoza,Paraguay,3.46561563376161
2024,Marzo,Turistas,Aeropuerto Mendoza,Resto de América,2177.020675621129
2024,Marzo,Turistas,Aeropuerto Mendoza,Resto del mundo,144
2024,Marzo,Turistas,Aeropuerto Mendoza,Uruguay,44.71096352122901
2024,Marzo,Turistas,Paso Cristo Redentor,Bolivia,314
2024,Marzo,Turistas,Paso Cristo Redentor,Brasil,773
2024,Marzo,Turistas,Paso Cristo Redentor,Chile,9125
2024,Marzo,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,516
2024,Marzo,Turistas,Paso Cristo Redentor,Europa,1629
2024,Marzo,Turistas,Paso Cristo Redentor,Paraguay,217
2024,Marzo,Turistas,Paso Cristo Redentor,Resto de América,1600
2024,Marzo,Turistas,Paso Cristo Redentor,Resto del mundo,177
2024,Marzo,Turistas,Paso Cristo Redentor,Uruguay,439
2024,Marzo,Turistas,Paso Pehuenche,Brasil,51
2024,Marzo,Turistas,Paso Pehuenche,Chile,3324
2024,Marzo,Turistas,Paso Pehuenche,EE.UU. y Canadá,6
2024,Marzo,Turistas,Paso Pehuenche,Europa,57
2024,Marzo,Turistas,Paso Pehuenche,Paraguay,15
2024,Marzo,Turistas,Paso Pehuenche,Resto de América,64
2024,Marzo,Turistas,Paso Pehuenche,Uruguay,29
2024,Marzo,Turistas,Paso Portillo de Piuquenes,Chile,3
2024,Marzo,Turistas,Paso Portillo de Piuquenes,Paraguay,1
2024,Marzo,Turistas,Paso Portillo de Piuquenes,Resto de América,3
2024,Marzo,Turistas,Paso Portillo de Piuquenes,Uruguay,2
2024,Abril,Turistas,Aeropuerto Mendoza,Bolivia,29.6788112659029
2024,Abril,Turistas,Aeropuerto Mendoza,Brasil,5775.999999999993
2024,Abril,Turistas,Aeropuerto Mendoza,Chile,2995.0000000000005
2024,Abril,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1817.0000000000005
2024,Abril,Turistas,Aeropuerto Mendoza,Europa,1095.0000000000002
2024,Abril,Turistas,Aeropuerto Mendoza,Paraguay,19.510804026260296
2024,Abril,Turistas,Aeropuerto Mendoza,Resto de América,1949.7062834423905
2024,Abril,Turistas,Aeropuerto Mendoza,Resto del mundo,311.00000000000006
2024,Abril,Turistas,Aeropuerto Mendoza,Uruguay,17.10410126544109
2024,Abril,Turistas,Paso Cristo Redentor,Bolivia,284
2024,Abril,Turistas,Paso Cristo Redentor,Brasil,710
2024,Abril,Turistas,Paso Cristo Redentor,Chile,7736.999999999999
2024,Abril,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,281
2024,Abril,Turistas,Paso Cristo Redentor,Europa,1081
2024,Abril,Turistas,Paso Cristo Redentor,Paraguay,198
2024,Abril,Turistas,Paso Cristo Redentor,Resto de América,1186
2024,Abril,Turistas,Paso Cristo Redentor,Resto del mundo,142
2024,Abril,Turistas,Paso Cristo Redentor,Uruguay,125
2024,Abril,Turistas,Paso Pehuenche,Bolivia,2
2024,Abril,Turistas,Paso Pehuenche,Brasil,59
2024,Abril,Turistas,Paso Pehuenche,Chile,1439
2024,Abril,Turistas,Paso Pehuenche,EE.UU. y Canadá,5
2024,Abril,Turistas,Paso Pehuenche,Europa,28
2024,Abril,Turistas,Paso Pehuenche,Paraguay,1
2024,Abril,Turistas,Paso Pehuenche,Resto de América,41
2024,Abril,Turistas,Paso Pehuenche,Resto del mundo,6
2024,Abril,Turistas,Paso Pehuenche,Uruguay,9
2024,Abril,Turistas,Paso Portillo de Piuquenes,Europa,1
2024,Mayo,Turistas,Aeropuerto Mendoza,Bolivia,19.0756725955057
2024,Mayo,Turistas,Aeropuerto Mendoza,Brasil,7197.000000000001
2024,Mayo,Turistas,Aeropuerto Mendoza,Chile,3145.0000000000023
2024,Mayo,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1318.9999999999995
2024,Mayo,Turistas,Aeropuerto Mendoza,Europa,1002.9999999999999
2024,Mayo,Turistas,Aeropuerto Mendoza,Paraguay,12.087262190187001
2024,Mayo,Turistas,Aeropuerto Mendoza,Resto de América,1896.3999158749693
2024,Mayo,Turistas,Aeropuerto Mendoza,Resto del mundo,91.00000000000007
2024,Mayo,Turistas,Aeropuerto Mendoza,Uruguay,20.4371493393344
2024,Mayo,Turistas,Paso Cristo Redentor,Bolivia,266
2024,Mayo,Turistas,Paso Cristo Redentor,Brasil,532
2024,Mayo,Turistas,Paso Cristo Redentor,Chile,6713.000000000003
2024,Mayo,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,127
2024,Mayo,Turistas,Paso Cristo Redentor,Europa,625
2024,Mayo,Turistas,Paso Cristo Redentor,Paraguay,66
2024,Mayo,Turistas,Paso Cristo Redentor,Resto de América,898
2024,Mayo,Turistas,Paso Cristo Redentor,Resto del mundo,87
2024,Mayo,Turistas,Paso Cristo Redentor,Uruguay,71
2024,Mayo,Turistas,Paso Pehuenche,Brasil,2
2024,Mayo,Turistas,Paso Pehuenche,Chile,108
2024,Mayo,Turistas,Paso Pehuenche,Europa,1
2024,Mayo,Turistas,Paso Pehuenche,Resto de América,2
2024,Junio,Turistas,Aeropuerto Mendoza,Bolivia,29.004371076402208
2024,Junio,Turistas,Aeropuerto Mendoza,Brasil,6861.0000000000055
2024,Junio,Turistas,Aeropuerto Mendoza,Chile,3158.9999999999995
2024,Junio,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1107.0000000000002
2024,Junio,Turistas,Aeropuerto Mendoza,Europa,599.0000000000008
2024,Junio,Turistas,Aeropuerto Mendoza,Paraguay,23.84089041673122
2024,Junio,Turistas,Aeropuerto Mendoza,Resto de América,1639.2308993655195
2024,Junio,Turistas,Aeropuerto Mendoza,Resto del mundo,274.999999999999
2024,Junio,Turistas,Aeropuerto Mendoza,Uruguay,21.923839141344498
2024,Junio,Turistas,Paso Cristo Redentor,Bolivia,88
2024,Junio,Turistas,Paso Cristo Redentor,Brasil,210
2024,Junio,Turistas,Paso Cristo Redentor,Chile,1056.000000000001
2024,Junio,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,19
2024,Junio,Turistas,Paso Cristo Redentor,Europa,86
2024,Junio,Turistas,Paso Cristo Redentor,Paraguay,52
2024,Junio,Turistas,Paso Cristo Redentor,Resto de América,234
2024,Junio,Turistas,Paso Cristo Redentor,Resto del mundo,20
2024,Junio,Turistas,Paso Cristo Redentor,Uruguay,15
2024,Junio,Turistas,Paso Pehuenche,Chile,53
2024,Junio,Turistas,Paso Pehuenche,Resto de América,1
2024,Julio,Turistas,Aeropuerto Malargüe,EE.UU. y Canadá,2
2024,Julio,Turistas,Aeropuerto Malargüe,Uruguay,4
2024,Julio,Turistas,Aeropuerto Mendoza,Bolivia,26.175369158489602
2024,Julio,Turistas,Aeropuerto Mendoza,Brasil,7865.999999999996
2024,Julio,Turistas,Aeropuerto Mendoza,Chile,3539.9999999999986
2024,Julio,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1096.0000000000007
2024,Julio,Turistas,Aeropuerto Mendoza,Europa,673.9999999999977
2024,Julio,Turistas,Aeropuerto Mendoza,Paraguay,13.24888277073561
2024,Julio,Turistas,Aeropuerto Mendoza,Resto de América,1509.07737266734
2024,Julio,Turistas,Aeropuerto Mendoza,Resto del mundo,125.99999999999993
2024,Julio,Turistas,Aeropuerto Mendoza,Uruguay,16.49837540343149
2024,Julio,Turistas,Paso Cristo Redentor,Bolivia,336
2024,Julio,Turistas,Paso Cristo Redentor,Brasil,1659
2024,Julio,Turistas,Paso Cristo Redentor,Chile,5884.00000000001
2024,Julio,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,89
2024,Julio,Turistas,Paso Cristo Redentor,Europa,305
2024,Julio,Turistas,Paso Cristo Redentor,Paraguay,292
2024,Julio,Turistas,Paso Cristo Redentor,Resto de América,1169
2024,Julio,Turistas,Paso Cristo Redentor,Resto del mundo,65
2024,Julio,Turistas,Paso Cristo Redentor,Uruguay,201
2024,Agosto,Turistas,Aeropuerto Mendoza,Bolivia,34.9352739399868
2024,Agosto,Turistas,Aeropuerto Mendoza,Brasil,7315.000000000015
2024,Agosto,Turistas,Aeropuerto Mendoza,Chile,3392.9999999999995
2024,Agosto,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1157.9999999999995
2024,Agosto,Turistas,Aeropuerto Mendoza,Europa,811.0000000000003
2024,Agosto,Turistas,Aeropuerto Mendoza,Paraguay,30.77255162681411
2024,Agosto,Turistas,Aeropuerto Mendoza,Resto de América,1912.0686828226305
2024,Agosto,Turistas,Aeropuerto Mendoza,Resto del mundo,154.0000000000001
2024,Agosto,Turistas,Aeropuerto Mendoza,Uruguay,16.2234916105717
2024,Agosto,Turistas,Paso Cristo Redentor,Bolivia,252
2024,Agosto,Turistas,Paso Cristo Redentor,Brasil,566
2024,Agosto,Turistas,Paso Cristo Redentor,Chile,3521.9999999999986
2024,Agosto,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,51
2024,Agosto,Turistas,Paso Cristo Redentor,Europa,247
2024,Agosto,Turistas,Paso Cristo Redentor,Paraguay,68
2024,Agosto,Turistas,Paso Cristo Redentor,Resto de América,715
2024,Agosto,Turistas,Paso Cristo Redentor,Resto del mundo,24
2024,Agosto,Turistas,Paso Cristo Redentor,Uruguay,68
