Año,Mes,tipo_visitante,Paso,País de residencia (agrup.),Viajes de turistas
2019,Junio,Turistas,Paso Cristo Redentor,Paraguay,105.81888140999999
2019,Junio,Turistas,Paso Cristo Redentor,Resto de América,1281.802981936
2019,Junio,Turistas,Paso Cristo Redentor,Resto del mundo,82.39140814
2019,Junio,Turistas,Paso Cristo Redentor,Uruguay,79.19784871
2019,Julio,Turistas,Aeropuerto Malargüe,Brasil,5.997615499254843
2019,Julio,Turistas,Aeropuerto Mendoza,Bolivia,27
2019,Julio,Turistas,Aeropuerto Mendoza,Brasil,3247.999999999999
2019,Julio,Turistas,Aeropuerto Mendoza,Chile,2610.9999999999873
2019,Julio,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,989.0000000000039
2019,Julio,Turistas,Aeropuerto Mendoza,Europa,830.0000000000016
2019,Julio,Turistas,Aeropuerto Mendoza,Paraguay,11
2019,Julio,Turistas,Aeropuerto Mendoza,Resto de América,1265.9999999999993
2019,Julio,Turistas,Aeropuerto Mendoza,Resto del mundo,181.99999999999946
2019,Julio,Turistas,Aeropuerto Mendoza,Uruguay,16
2019,Julio,Turistas,Paso Cristo Redentor,Bolivia,467.36407458
2019,Julio,Turistas,Paso Cristo Redentor,Brasil,2257.6271711140002
2019,Julio,Turistas,Paso Cristo Redentor,Chile,11983.278108068
2019,Julio,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,197.113192254
2019,Julio,Turistas,Paso Cristo Redentor,Europa,566.274588527
2019,Julio,Turistas,Paso Cristo Redentor,Paraguay,107.237703705
2019,Julio,Turistas,Paso Cristo Redentor,Resto de América,1864.78104015
2019,Julio,Turistas,Paso Cristo Redentor,Resto del mundo,98.556596127
2019,Julio,Turistas,Paso Cristo Redentor,Uruguay,381.001475003
2019,Julio,Turistas,Paso Pehuenche,Bolivia,0.960129391
2019,Julio,Turistas,Paso Pehuenche,Brasil,0.960129391
2019,Julio,Turistas,Paso Pehuenche,Chile,217.88748139199998
2019,Julio,Turistas,Paso Pehuenche,EE.UU. y Canadá,2.880388173
2019,Julio,Turistas,Paso Pehuenche,Europa,5.760776346
2019,Julio,Turistas,Paso Pehuenche,Paraguay,0.960129391
2019,Julio,Turistas,Paso Pehuenche,Resto de América,1.920258782
2019,Agosto,Turistas,Aeropuerto Mendoza,Bolivia,19
2019,Agosto,Turistas,Aeropuerto Mendoza,Brasil,3260.999999999999
2019,Agosto,Turistas,Aeropuerto Mendoza,Chile,2929.999999999997
2019,Agosto,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,728.0000000000006
2019,Agosto,Turistas,Aeropuerto Mendoza,Europa,663.9999999999972
2019,Agosto,Turistas,Aeropuerto Mendoza,Paraguay,12
2019,Agosto,Turistas,Aeropuerto Mendoza,Resto de América,1439.9999999999973
2019,Agosto,Turistas,Aeropuerto Mendoza,Resto del mundo,193.99999999999952
2019,Agosto,Turistas,Aeropuerto Mendoza,Uruguay,24
2019,Agosto,Turistas,Paso Cristo Redentor,Bolivia,328.687109836
2019,Agosto,Turistas,Paso Cristo Redentor,Brasil,1318.906390347
2019,Agosto,Turistas,Paso Cristo Redentor,Chile,9339.220863504
2019,Agosto,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,163.964268435
2019,Agosto,Turistas,Paso Cristo Redentor,Europa,610.01145179
2019,Agosto,Turistas,Paso Cristo Redentor,Paraguay,109.866528222
2019,Agosto,Turistas,Paso Cristo Redentor,Resto de América,1571.988549755
2019,Agosto,Turistas,Paso Cristo Redentor,Resto del mundo,97.384838222
2019,Agosto,Turistas,Paso Cristo Redentor,Uruguay,160.88232140099998
2019,Agosto,Turistas,Paso Pehuenche,Brasil,21.12286
2019,Agosto,Turistas,Paso Pehuenche,Chile,375.52966000000004
2019,Agosto,Turistas,Paso Pehuenche,EE.UU. y Canadá,3.84052
2019,Agosto,Turistas,Paso Pehuenche,Europa,16.322210000000002
2019,Agosto,Turistas,Paso Pehuenche,Paraguay,5.7607800000000005
2019,Agosto,Turistas,Paso Pehuenche,Resto de América,8.64117
2019,Agosto,Turistas,Paso Pehuenche,Resto del mundo,0.96013
2019,Agosto,Turistas,Paso Pehuenche,Uruguay,0.96013
2019,Septiembre,Turistas,Aeropuerto Mendoza,Bolivia,33
2019,Septiembre,Turistas,Aeropuerto Mendoza,Brasil,3404.0000000000014
2019,Septiembre,Turistas,Aeropuerto Mendoza,Chile,3371.000000000002
2019,Septiembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,550.0000000000015
2019,Septiembre,Turistas,Aeropuerto Mendoza,Europa,566.0000000000003
2019,Septiembre,Turistas,Aeropuerto Mendoza,Paraguay,39
2019,Septiembre,Turistas,Aeropuerto Mendoza,Resto de América,1802.999999999997
2019,Septiembre,Turistas,Aeropuerto Mendoza,Resto del mundo,202
2019,Septiembre,Turistas,Aeropuerto Mendoza,Uruguay,37
2019,Septiembre,Turistas,Paso Cristo Redentor,Bolivia,303.90627671600004
2019,Septiembre,Turistas,Paso Cristo Redentor,Brasil,1499.1947485
2019,Septiembre,Turistas,Paso Cristo Redentor,Chile,15938.604891338
2019,Septiembre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,176.190696525
2019,Septiembre,Turistas,Paso Cristo Redentor,Europa,758.792744819
2019,Septiembre,Turistas,Paso Cristo Redentor,Paraguay,111.570937254
2019,Septiembre,Turistas,Paso Cristo Redentor,Resto de América,2287.446296254
2019,Septiembre,Turistas,Paso Cristo Redentor,Resto del mundo,173.227931479
2019,Septiembre,Turistas,Paso Cristo Redentor,Uruguay,437.163882321
2019,Septiembre,Turistas,Paso Pehuenche,Bolivia,0.96013
2019,Septiembre,Turistas,Paso Pehuenche,Brasil,26.88364
2019,Septiembre,Turistas,Paso Pehuenche,Chile,1248.08387
2019,Septiembre,Turistas,Paso Pehuenche,EE.UU. y Canadá,4.80065
2019,Septiembre,Turistas,Paso Pehuenche,Europa,20.16273
2019,Septiembre,Turistas,Paso Pehuenche,Resto de América,22.082990000000002
2019,Septiembre,Turistas,Paso Pehuenche,Resto del mundo,2.8803900000000002
2019,Septiembre,Turistas,Paso Pehuenche,Uruguay,24.00325
2019,Octubre,Turistas,Aeropuerto Mendoza,Bolivia,20
2019,Octubre,Turistas,Aeropuerto Mendoza,Brasil,3572.9999999999977
2019,Octubre,Turistas,Aeropuerto Mendoza,Chile,3911.000000000005
2019,Octubre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,796.9999999999984
2019,Octubre,Turistas,Aeropuerto Mendoza,Europa,732.000000000002
2019,Octubre,Turistas,Aeropuerto Mendoza,Paraguay,24
2019,Octubre,Turistas,Aeropuerto Mendoza,Resto de América,1800.0000000000034
2019,Octubre,Turistas,Aeropuerto Mendoza,Resto del mundo,190.00000000000094
2019,Octubre,Turistas,Aeropuerto Mendoza,Uruguay,64.00000000000026
2019,Octubre,Turistas,Paso Cristo Redentor,Bolivia,507.580696911
2019,Octubre,Turistas,Paso Cristo Redentor,Brasil,1920.525999272
2019,Octubre,Turistas,Paso Cristo Redentor,Chile,17472.387779774
2019,Octubre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,499.893496911
2019,Octubre,Turistas,Paso Cristo Redentor,Europa,1335.932025096
2019,Octubre,Turistas,Paso Cristo Redentor,Paraguay,259.759512873
2019,Octubre,Turistas,Paso Cristo Redentor,Resto de América,2416.845726112
2019,Octubre,Turistas,Paso Cristo Redentor,Resto del mundo,311.310920232
2019,Octubre,Turistas,Paso Cristo Redentor,Uruguay,253.957221462
2019,Octubre,Turistas,Paso Pehuenche,Bolivia,2.8827
2019,Octubre,Turistas,Paso Pehuenche,Brasil,14.413499999999999
2019,Octubre,Turistas,Paso Pehuenche,Chile,718.00216
2019,Octubre,Turistas,Paso Pehuenche,Europa,20.1789
2019,Octubre,Turistas,Paso Pehuenche,Paraguay,3.8436
2019,Octubre,Turistas,Paso Pehuenche,Resto de América,5.7654
2019,Octubre,Turistas,Paso Pehuenche,Uruguay,4.8045
2019,Noviembre,Turistas,Aeropuerto Mendoza,Bolivia,30
2019,Noviembre,Turistas,Aeropuerto Mendoza,Brasil,3326.0000000000064
2019,Noviembre,Turistas,Aeropuerto Mendoza,Chile,3768.999999999987
2019,Noviembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1184.0000000000064
2019,Noviembre,Turistas,Aeropuerto Mendoza,Europa,1019.9999999999986
2019,Noviembre,Turistas,Aeropuerto Mendoza,Paraguay,30
2019,Noviembre,Turistas,Aeropuerto Mendoza,Resto de América,2086
2019,Noviembre,Turistas,Aeropuerto Mendoza,Resto del mundo,200.00000000000014
2019,Noviembre,Turistas,Aeropuerto Mendoza,Uruguay,20
2019,Noviembre,Turistas,Paso Cristo Redentor,Bolivia,583.862485224
2019,Noviembre,Turistas,Paso Cristo Redentor,Brasil,988.777200139
2019,Noviembre,Turistas,Paso Cristo Redentor,Chile,24676.278195813
2019,Noviembre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,388.286802072
2019,Noviembre,Turistas,Paso Cristo Redentor,Europa,1961.667317664
2019,Noviembre,Turistas,Paso Cristo Redentor,Paraguay,152.169370416
2019,Noviembre,Turistas,Paso Cristo Redentor,Resto de América,2885.897289378
2019,Noviembre,Turistas,Paso Cristo Redentor,Resto del mundo,275.558375664
2019,Noviembre,Turistas,Paso Cristo Redentor,Uruguay,155.111659368
2019,Noviembre,Turistas,Paso Pehuenche,Bolivia,0.9609
2019,Noviembre,Turistas,Paso Pehuenche,Brasil,12.4917
2019,Noviembre,Turistas,Paso Pehuenche,Chile,1611.47114
2019,Noviembre,Turistas,Paso Pehuenche,EE.UU. y Canadá,6.7263
2019,Noviembre,Turistas,Paso Pehuenche,Europa,57.653999999999996
2019,Noviembre,Turistas,Paso Pehuenche,Paraguay,1.9218
2019,Noviembre,Turistas,Paso Pehuenche,Resto de América,14.413499999999999
2019,Noviembre,Turistas,Paso Pehuenche,Resto del mundo,3.8436
2019,Noviembre,Turistas,Paso Pehuenche,Uruguay,1.9218
2019,Noviembre,Turistas,Paso Vergara,Chile,42.388957014208216
2019,Noviembre,Turistas,Paso Vergara,Europa,0.9561360817016981
2019,Diciembre,Turistas,Aeropuerto Mendoza,Bolivia,40
2019,Diciembre,Turistas,Aeropuerto Mendoza,Brasil,2681.9999999999923
2019,Diciembre,Turistas,Aeropuerto Mendoza,Chile,2670.000000000008
2019,Diciembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1364.9999999999984
2019,Diciembre,Turistas,Aeropuerto Mendoza,Europa,1057.0000000000045
2019,Diciembre,Turistas,Aeropuerto Mendoza,Paraguay,13
2019,Diciembre,Turistas,Aeropuerto Mendoza,Resto de América,2100.0000000000036
2019,Diciembre,Turistas,Aeropuerto Mendoza,Resto del mundo,306.999999999999
2019,Diciembre,Turistas,Aeropuerto Mendoza,Uruguay,23
2019,Diciembre,Turistas,Paso Cristo Redentor,Bolivia,737.3162097829953
2019,Diciembre,Turistas,Paso Cristo Redentor,Brasil,1908.420499999991
2019,Diciembre,Turistas,Paso Cristo Redentor,Chile,18695.632250000024
2019,Diciembre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,575.1835965492702
2019,Diciembre,Turistas,Paso Cristo Redentor,Europa,2253.2707861259328
2019,Diciembre,Turistas,Paso Cristo Redentor,Paraguay,229.51286111704005
2019,Diciembre,Turistas,Paso Cristo Redentor,Resto de América,3402.4738847029507
2019,Diciembre,Turistas,Paso Cristo Redentor,Resto del mundo,396.97655279260016
2019,Diciembre,Turistas,Paso Cristo Redentor,Uruguay,165.83120892920658
2019,Diciembre,Turistas,Paso Pehuenche,Bolivia,0.9609
2019,Diciembre,Turistas,Paso Pehuenche,Brasil,34.5924
2019,Diciembre,Turistas,Paso Pehuenche,Chile,865.23294
2019,Diciembre,Turistas,Paso Pehuenche,EE.UU. y Canadá,15.3744
2019,Diciembre,Turistas,Paso Pehuenche,Europa,91.2855
2019,Diciembre,Turistas,Paso Pehuenche,Paraguay,1.9218
2019,Diciembre,Turistas,Paso Pehuenche,Resto de América,23.0616
2019,Diciembre,Turistas,Paso Pehuenche,Resto del mundo,0.9609
2019,Diciembre,Turistas,Paso Pehuenche,Uruguay,12.4917
2019,Diciembre,Turistas,Paso Vergara,Brasil,1.8238258818128275
2019,Diciembre,Turistas,Paso Vergara,Chile,96.55207251492597
2019,Diciembre,Turistas,Paso Vergara,Europa,5.731579829580701
2020,Enero,Turistas,Aeropuerto Mendoza,Bolivia,51
2020,Enero,Turistas,Aeropuerto Mendoza,Brasil,2764.999999999999
2020,Enero,Turistas,Aeropuerto Mendoza,Chile,1926
2020,Enero,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,2163.9999999999923
2020,Enero,Turistas,Aeropuerto Mendoza,Europa,1367.0000000000045
2020,Enero,Turistas,Aeropuerto Mendoza,Paraguay,14.99999999999998
2020,Enero,Turistas,Aeropuerto Mendoza,Resto de América,1467.000000000004
2020,Enero,Turistas,Aeropuerto Mendoza,Resto del mundo,296.0000000000007
2020,Enero,Turistas,Aeropuerto Mendoza,Uruguay,28.99999999999989
2020,Enero,Turistas,Paso Cristo Redentor,Bolivia,925.8406672436754
2020,Enero,Turistas,Paso Cristo Redentor,Brasil,3212.722019999987
2020,Enero,Turistas,Paso Cristo Redentor,Chile,22252.303050000002
2020,Enero,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,792.5864865113182
2020,Enero,Turistas,Paso Cristo Redentor,Europa,2718.4245043142487
2020,Enero,Turistas,Paso Cristo Redentor,Paraguay,434.5644857256991
2020,Enero,Turistas,Paso Cristo Redentor,Resto de América,4177.000939387483
2020,Enero,Turistas,Paso Cristo Redentor,Resto del mundo,542.2921438082558
2020,Enero,Turistas,Paso Cristo Redentor,Uruguay,582.1224030093213
2020,Enero,Turistas,Paso Pehuenche,Bolivia,5.99322
2020,Enero,Turistas,Paso Pehuenche,Brasil,34.96045
2020,Enero,Turistas,Paso Pehuenche,Chile,1997.48493
2020,Enero,Turistas,Paso Pehuenche,EE.UU. y Canadá,42.95141
2020,Enero,Turistas,Paso Pehuenche,Europa,121.86214
2020,Enero,Turistas,Paso Pehuenche,Paraguay,9.9887
2020,Enero,Turistas,Paso Pehuenche,Resto de América,41.95254
2020,Enero,Turistas,Paso Pehuenche,Resto del mundo,6.99209
2020,Enero,Turistas,Paso Pehuenche,Uruguay,13.98418
2020,Enero,Turistas,Paso Portillo de Piuquenes,EE.UU. y Canadá,2.97752331135753
2020,Enero,Turistas,Paso Portillo de Piuquenes,Europa,3.9664728840153787
2020,Enero,Turistas,Paso Portillo de Piuquenes,Resto de América,1.99282291858772
2020,Enero,Turistas,Paso Vergara,Brasil,0.8971332406667505
2020,Enero,Turistas,Paso Vergara,Chile,123.4232771476305
2020,Enero,Turistas,Paso Vergara,EE.UU. y Canadá,0.99250777045251
2020,Enero,Turistas,Paso Vergara,Europa,2.9748546630115342
2020,Febrero,Turistas,Aeropuerto Mendoza,Bolivia,16
2020,Febrero,Turistas,Aeropuerto Mendoza,Brasil,2264
2020,Febrero,Turistas,Aeropuerto Mendoza,Chile,2551.999999999996
2020,Febrero,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1297.0000000000039
2020,Febrero,Turistas,Aeropuerto Mendoza,Europa,900.9999999999991
2020,Febrero,Turistas,Aeropuerto Mendoza,Paraguay,14
2020,Febrero,Turistas,Aeropuerto Mendoza,Resto de América,1129.0000000000039
2020,Febrero,Turistas,Aeropuerto Mendoza,Resto del mundo,265.9999999999998
2020,Febrero,Turistas,Aeropuerto Mendoza,Uruguay,15
2020,Febrero,Turistas,Paso Cristo Redentor,Bolivia,798.7728288578851
2020,Febrero,Turistas,Paso Cristo Redentor,Brasil,1499.7966000000001
2020,Febrero,Turistas,Paso Cristo Redentor,Chile,33695.116900000095
2020,Febrero,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,673.638440202314
2020,Febrero,Turistas,Paso Cristo Redentor,Europa,2310.7717409038896
2020,Febrero,Turistas,Paso Cristo Redentor,Paraguay,360.1541315516385
2020,Febrero,Turistas,Paso Cristo Redentor,Resto de América,3731.189137329086
2020,Febrero,Turistas,Paso Cristo Redentor,Resto del mundo,360.5531081742519
2020,Febrero,Turistas,Paso Cristo Redentor,Uruguay,300.8550729809092
2020,Febrero,Turistas,Paso Pehuenche,Bolivia,10.98757
2020,Febrero,Turistas,Paso Pehuenche,Brasil,33.96158
2020,Febrero,Turistas,Paso Pehuenche,Chile,4246.0475400000005
2020,Febrero,Turistas,Paso Pehuenche,EE.UU. y Canadá,24.97175
2020,Febrero,Turistas,Paso Pehuenche,Europa,84.90395000000001
2020,Febrero,Turistas,Paso Pehuenche,Paraguay,8.98983
2020,Febrero,Turistas,Paso Pehuenche,Resto de América,30.96497
2020,Febrero,Turistas,Paso Pehuenche,Resto del mundo,10.98757
2020,Febrero,Turistas,Paso Pehuenche,Uruguay,26.96949
2020,Febrero,Turistas,Paso Portillo de Piuquenes,Brasil,11.98644
2020,Febrero,Turistas,Paso Portillo de Piuquenes,Chile,3.03723
2020,Febrero,Turistas,Paso Portillo de Piuquenes,EE.UU. y Canadá,6.99209
2020,Febrero,Turistas,Paso Portillo de Piuquenes,Europa,4.99435
2020,Febrero,Turistas,Paso Portillo de Piuquenes,Resto de América,7.99096
2020,Febrero,Turistas,Paso Portillo de Piuquenes,Resto del mundo,1.99774
2020,Febrero,Turistas,Paso Portillo de Piuquenes,Uruguay,10.98757
2020,Febrero,Turistas,Paso Vergara,Brasil,5.782403216441803
2020,Febrero,Turistas,Paso Vergara,Chile,474.6982849699169
2020,Febrero,Turistas,Paso Vergara,EE.UU. y Canadá,0.99166661103794
2020,Febrero,Turistas,Paso Vergara,Europa,12.900604776806976
2020,Febrero,Turistas,Paso Vergara,Resto de América,6.96412164
2020,Febrero,Turistas,Paso Vergara,Uruguay,1.9902437891640241
2020,Marzo,Turistas,Aeropuerto Mendoza,Bolivia,16
2020,Marzo,Turistas,Aeropuerto Mendoza,Brasil,1311.0000000000007
2020,Marzo,Turistas,Aeropuerto Mendoza,Chile,1059.0000000000023
2020,Marzo,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,579.9999999999994
2020,Marzo,Turistas,Aeropuerto Mendoza,Europa,422
2020,Marzo,Turistas,Aeropuerto Mendoza,Paraguay,17
2020,Marzo,Turistas,Aeropuerto Mendoza,Resto de América,1042.9999999999993
2020,Marzo,Turistas,Aeropuerto Mendoza,Resto del mundo,113.0000000000003
2020,Marzo,Turistas,Aeropuerto Mendoza,Uruguay,16
2020,Marzo,Turistas,Paso Cristo Redentor,Bolivia,430.4404714461214
2020,Marzo,Turistas,Paso Cristo Redentor,Brasil,694.88587
2020,Marzo,Turistas,Paso Cristo Redentor,Chile,8995.322660000002
2020,Marzo,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,217.69322569322566
2020,Marzo,Turistas,Paso Cristo Redentor,Europa,1095.4243594243592
2020,Marzo,Turistas,Paso Cristo Redentor,Paraguay,107.50067353457352
2020,Marzo,Turistas,Paso Cristo Redentor,Resto de América,2070.536996542646
2020,Marzo,Turistas,Paso Cristo Redentor,Resto del mundo,170.973674973675
2020,Marzo,Turistas,Paso Cristo Redentor,Uruguay,112.37409838539838
2020,Marzo,Turistas,Paso Pehuenche,Bolivia,2.99661
2020,Marzo,Turistas,Paso Pehuenche,Brasil,20.97627
2020,Marzo,Turistas,Paso Pehuenche,Chile,640.85553
2020,Marzo,Turistas,Paso Pehuenche,EE.UU. y Canadá,7.99096
2020,Marzo,Turistas,Paso Pehuenche,Europa,39.9548
2020,Marzo,Turistas,Paso Pehuenche,Paraguay,3.99548
2020,Marzo,Turistas,Paso Pehuenche,Resto de América,15.98192
2020,Marzo,Turistas,Paso Pehuenche,Resto del mundo,3.99548
2020,Marzo,Turistas,Paso Pehuenche,Uruguay,2.99661
2020,Marzo,Turistas,Paso Portillo de Piuquenes,Chile,10.1241
2020,Marzo,Turistas,Paso Portillo de Piuquenes,EE.UU. y Canadá,0.99887
2020,Julio,Turistas,Aeropuerto Mendoza,Chile,1.333333333
2020,Julio,Turistas,Paso Cristo Redentor,Brasil,21.600000009000002
2020,Julio,Turistas,Paso Cristo Redentor,Chile,14.400000006000003
2020,Agosto,Turistas,Aeropuerto Mendoza,Brasil,6.8449997
2020,Agosto,Turistas,Paso Cristo Redentor,Chile,29
2020,Septiembre,Turistas,Aeropuerto Mendoza,Uruguay,0.997245179
2020,Septiembre,Turistas,Paso Cristo Redentor,Chile,46.374999979
2020,Septiembre,Turistas,Paso Cristo Redentor,Europa,0.946428571
2020,Septiembre,Turistas,Paso Cristo Redentor,Resto de América,5.6785714259999995
2020,Octubre,Turistas,Paso Cristo Redentor,Chile,62.32877
2020,Octubre,Turistas,Paso Cristo Redentor,Europa,0.890411
2020,Octubre,Turistas,Paso Cristo Redentor,Resto de América,1.780822
2020,Noviembre,Turistas,Aeropuerto Mendoza,Chile,0.9959944
2020,Noviembre,Turistas,Aeropuerto Mendoza,Europa,0.9959944
2020,Noviembre,Turistas,Paso Cristo Redentor,Brasil,3.041666667
2020,Noviembre,Turistas,Paso Cristo Redentor,Chile,96.847222221
2020,Noviembre,Turistas,Paso Cristo Redentor,Europa,3.041666667
2020,Noviembre,Turistas,Paso Cristo Redentor,Resto de América,5.069444445
2020,Noviembre,Turistas,Paso Pehuenche,Chile,1
2020,Diciembre,Turistas,Aeropuerto Mendoza,Brasil,1.010029
2020,Diciembre,Turistas,Aeropuerto Mendoza,Chile,1.010029
2020,Diciembre,Turistas,Paso Cristo Redentor,Bolivia,1.061320755
2020,Diciembre,Turistas,Paso Cristo Redentor,Chile,376.65094337799997
2020,Diciembre,Turistas,Paso Cristo Redentor,Europa,2.12264151
2020,Diciembre,Turistas,Paso Cristo Redentor,Resto de América,19.10377359
2020,Diciembre,Turistas,Paso Cristo Redentor,Uruguay,1.061320755
2020,Diciembre,Turistas,Paso Pehuenche,Chile,8
2021,Enero,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,3.111111108
2021,Enero,Turistas,Aeropuerto Mendoza,Resto del mundo,0.888888888
2021,Enero,Turistas,Paso Cristo Redentor,Brasil,0.966824645
2021,Enero,Turistas,Paso Cristo Redentor,Chile,469.7630332399999
2021,Enero,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,4.834123225
2021,Enero,Turistas,Paso Cristo Redentor,Europa,6.767772515
2021,Enero,Turistas,Paso Cristo Redentor,Resto de América,9.66824645
2021,Febrero,Turistas,Aeropuerto Mendoza,Uruguay,1
2021,Febrero,Turistas,Paso Cristo Redentor,Chile,171.90792
2021,Febrero,Turistas,Paso Cristo Redentor,Europa,4.03668
2021,Febrero,Turistas,Paso Cristo Redentor,Resto de América,5.04585
2021,Febrero,Turistas,Paso Cristo Redentor,Resto del mundo,1.00917
2021,Marzo,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,2
2021,Marzo,Turistas,Paso Cristo Redentor,Chile,126.25877
2021,Marzo,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,0.97647
2021,Marzo,Turistas,Paso Cristo Redentor,Europa,2.92941
2021,Marzo,Turistas,Paso Cristo Redentor,Resto de América,5.85882
2021,Marzo,Turistas,Paso Cristo Redentor,Uruguay,0.97647
2021,Marzo,Turistas,Paso Pehuenche,Chile,1
2021,Abril,Turistas,Paso Cristo Redentor,Chile,33
2021,Mayo,Turistas,Paso Cristo Redentor,Chile,15
2021,Mayo,Turistas,Paso Cristo Redentor,Uruguay,1
2021,Mayo,Turistas,Paso Pehuenche,Chile,3
2021,Junio,Turistas,Paso Cristo Redentor,Chile,23.99998
2021,Julio,Turistas,Aeropuerto Mendoza,Brasil,0.833333
2021,Julio,Turistas,Aeropuerto Mendoza,Chile,4.166665
2021,Julio,Turistas,Paso Cristo Redentor,Chile,34
2021,Julio,Turistas,Paso Cristo Redentor,Resto de América,2
2021,Agosto,Turistas,Aeropuerto Mendoza,Chile,1
2021,Agosto,Turistas,Paso Cristo Redentor,Chile,14.999
2021,Agosto,Turistas,Paso Pehuenche,Chile,1
2021,Septiembre,Turistas,Aeropuerto Mendoza,Brasil,0.0172
2021,Septiembre,Turistas,Aeropuerto Mendoza,Chile,4.6379
2021,Septiembre,Turistas,Aeropuerto Mendoza,Europa,0.0172
2021,Septiembre,Turistas,Aeropuerto Mendoza,Resto de América,0.319
2021,Septiembre,Turistas,Aeropuerto Mendoza,Resto del mundo,0.0086
2021,Septiembre,Turistas,Paso Cristo Redentor,Chile,36
2021,Septiembre,Turistas,Paso Cristo Redentor,Resto de América,1
2021,Octubre,Turistas,Aeropuerto Mendoza,Brasil,108.99999999965762
2021,Octubre,Turistas,Aeropuerto Mendoza,Chile,179.00000000057346
2021,Octubre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,4.000000000002209
2021,Octubre,Turistas,Aeropuerto Mendoza,Europa,2.999999999980929
2021,Octubre,Turistas,Aeropuerto Mendoza,Resto de América,8.99999999990404
2021,Octubre,Turistas,Paso Cristo Redentor,Brasil,1.90647482
2021,Octubre,Turistas,Paso Cristo Redentor,Chile,532.65339624
2021,Octubre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,1.90647482
2021,Octubre,Turistas,Paso Cristo Redentor,Paraguay,0.95323741
2021,Octubre,Turistas,Paso Cristo Redentor,Resto de América,7.62589928
2021,Octubre,Turistas,Paso Cristo Redentor,Resto del mundo,0.95323741
2021,Noviembre,Turistas,Aeropuerto Mendoza,Bolivia,1.0000000000013565
2021,Noviembre,Turistas,Aeropuerto Mendoza,Brasil,857.0000000023838
2021,Noviembre,Turistas,Aeropuerto Mendoza,Chile,1403.0000000047557
2021,Noviembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,124.99999999961527
2021,Noviembre,Turistas,Aeropuerto Mendoza,Europa,101.99999999995124
2021,Noviembre,Turistas,Aeropuerto Mendoza,Paraguay,0.9999999999963698
2021,Noviembre,Turistas,Aeropuerto Mendoza,Resto de América,134.00000000067834
2021,Noviembre,Turistas,Aeropuerto Mendoza,Resto del mundo,5.00000000003608
2021,Noviembre,Turistas,Aeropuerto Mendoza,Uruguay,8.999999999964366
2021,Noviembre,Turistas,Paso Cristo Redentor,Bolivia,2.990790483
2021,Noviembre,Turistas,Paso Cristo Redentor,Brasil,4.984650805
2021,Noviembre,Turistas,Paso Cristo Redentor,Chile,1692.1481618939993
2021,Noviembre,Turistas,Paso Cristo Redentor,Europa,2.990790483
2021,Noviembre,Turistas,Paso Cristo Redentor,Paraguay,0.996930161
2021,Noviembre,Turistas,Paso Cristo Redentor,Resto de América,30.904834991
2021,Noviembre,Turistas,Paso Cristo Redentor,Uruguay,5.981580966
2021,Noviembre,Turistas,Paso Pehuenche,Chile,4
2021,Diciembre,Turistas,Aeropuerto Mendoza,Bolivia,2.0000000000101696
2021,Diciembre,Turistas,Aeropuerto Mendoza,Brasil,561.0000000019631
2021,Diciembre,Turistas,Aeropuerto Mendoza,Chile,1040.0000000035866
2021,Diciembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,199.99999999996905
2021,Diciembre,Turistas,Aeropuerto Mendoza,Europa,164.9999999999866
2021,Diciembre,Turistas,Aeropuerto Mendoza,Paraguay,6.000000000007668
2021,Diciembre,Turistas,Aeropuerto Mendoza,Resto de América,281.00000000023044
2021,Diciembre,Turistas,Aeropuerto Mendoza,Resto del mundo,23.00000000009323
2021,Diciembre,Turistas,Aeropuerto Mendoza,Uruguay,9.999999999957614
2021,Diciembre,Turistas,Paso Cristo Redentor,Bolivia,0.738636363636364
2021,Diciembre,Turistas,Paso Cristo Redentor,Brasil,5.170454545454548
2021,Diciembre,Turistas,Paso Cristo Redentor,Chile,715.0000000000005
